date,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,Unemployed_ov12,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_CH,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_House,USB_10,LeadingCI,LaggingCI,VKOSPI
22-Aug,119.5,116.3,117.5,107.8,103.7,117.1,106.3,103,88.6,108.8,102.7,112.3,109,102.5,112.3,94.1,100,109,102.5,112.3,106.7,106.6,2.6,29024.5,28410,263.7,255.8,84,95,11,104.4590502,105.4214581,103.6085245,79,94,78,83,81,108.8,95.4432,113.7,103.8,266069.8,165779.6,100290.2,1336447,3749204.9,2.79,2.91,2.987,3.247,3.304,3.322,4.227,2.5,10.078,1318.44,194.0118505,975.17,1334.53,1580.55,1020.79,1377.12,108.62,114.69,103.69,107.9,100.82,117.4,102.57,109.28,197.73,125.83,114.28,134.04,142.46,251.45,222.6,195.01,129.14,141.33,127.58,2472.05,807.04,4.3,93.67,0.335,295.32,4.35,2.9,109,110.3,17.31
22-Sep,121.6,117.6,122.9,106,105.3,114.6,107.6,102.1,92.3,107.5,103.4,111.5,107.6,103.3,111.5,95.6,100.5,107.7,103.3,111.5,105.9,106,2.8,29092.7,28389.2,373.7,227.4,92.4,102.4,10,103.9498545,104.7424006,103.2483992,82,95,83,84,81,107.5,95.5963,114.1,107.6,265632.8,165901.7,99731,1322918.4,3758122.4,3.01,3.17,3.287,3.903,3.94,3.897,4.9,2.5,10.756,1391.59,198.9272762,973.2,1377.09,1574.82,1044.02,1428.92,108.93,116.3,103.71,107.5,100.61,115.77,102.57,109.6,202.81,126.73,115.13,135.38,148.52,281.28,221.15,221.68,133.17,142.23,131.19,2155.49,672.65,4.2,84.26,0.61,296.539,4.79,3.52,109.4,110.8,27.19
22-Oct,119.4,116.8,127.3,102.5,101.8,113.5,99.7,98.2,90.6,104,100.7,111.8,104.1,100.5,111.8,90.5,89.6,104.1,100.5,111.8,104.4,104.2,2.8,29110,28417.8,390.3,193.2,101.9,108.8,6.9,103.1485214,103.6747043,102.6817093,79,92,81,83,82,104,100.3659,113.8,105.7,269774.7,165903.3,103871.5,1287865.7,3770500,3.69,4.02,3.602,4.235,4.286,4.267,5.436,3,11.288,1426.66,198.3349524,969.36,1404.83,1614.25,1041.87,1433.43,109.21,114.77,103.93,108.04,101.09,115.18,102.59,110.19,199.48,127.61,115.53,135.83,146.91,295.66,227.25,220.15,134.35,138.58,132.72,2293.61,695.33,4.3,87.55,0.665,297.987,4.82,3.98,109.7,111.3,21.97
22-Nov,123.7,119.4,133.3,99.8,95.3,117.9,103.9,100.4,93.2,103.5,98.1,115.3,103.5,97.9,115.3,95.1,91.9,103.6,97.9,115.3,102.8,101.7,2.8,29086.5,28420.9,363.1,206.5,89.9,96.1,6.2,101.7361712,101.8386845,101.644873,76,90,79,81,82,103.5,99.7049,112.8,108.8,263898.6,165038.6,98860,1249905.7,3805856,3.99,5.26,3.838,3.895,3.946,3.915,5.487,3.25,11.331,1364.1,189.6331801,956.51,1388.29,1597.94,1013.94,1410.98,109.1,112.41,107.33,108.41,101.12,115.44,102.54,110.6,190.18,125.99,114.18,133.4,137.61,268.35,205.6,200.8,129.43,136.75,125.46,2472.53,729.54,4.2,84.37,0.077,298.598,4.74,3.89,109.7,111.8,17.78
22-Dec,122,120.6,131.5,97.9,96.7,114.2,98,96.3,97.1,99.9,96.9,113.9,99.4,96.3,113.9,85.5,84.3,99.5,96.3,113.9,110.7,110.2,3.1,28673.9,27807.8,571.8,221.1,69.6,73.4,3.7,99.72380843,99.19405123,100.1984434,74,89,78,78,84,99.9,97.8358,114.8,108.4,263907.8,163660,100247.8,1225205.6,3800060.8,4.02,5.52,3.705,3.63,3.588,3.541,5.302,3.25,11.173,1296.22,185.5449518,959.12,1371.13,1577.49,954.09,1389.31,109.28,113.49,107.56,108.95,101.07,113.35,102.75,111.18,177.86,124.16,113.35,130.47,129.89,233.34,174.89,193.3,124.12,132.21,117.78,2236.4,679.29,3.8,76.44,-0.164,298.99,4.63,3.62,109.5,112.4,18.4
23-Jan,108.2,107.9,134.3,96.7,96.7,121.2,106.3,103.4,98.7,101.8,96.9,117.8,101.6,96.4,117.8,92.7,104.7,101.6,96.4,117.8,107.9,106.2,2.9,28386.9,27363.1,713.4,238.1,66.1,72.3,6.2,98.2335662,97.34777006,99.04322322,70,83,78,80,84,101.8,102.9651,113.8,102.7,255772.8,159811.5,95961.3,1199524.3,3795362.3,3.8,4.91,3.584,3.46,3.418,3.411,4.704,3.5,10.788,1247.25,183.0627923,956.76,1342.37,1522.9,927.91,1348.82,110.1,115.4,107.86,110.26,102.16,112.3,103.18,113.18,163.61,123.56,113.5,128.46,124.6,237.14,175.26,173.78,121.19,129.38,114.31,2425.08,740.49,3.9,78.12,-0.173,300.536,4.58,3.53,109.4,112.8,17.75
23-Feb,115.4,112,146.3,96.5,97.6,120.3,104.7,104.6,98.6,99.1,97.3,118.6,99,97.2,118.6,102.3,113.9,99,97.2,118.6,101.6,98.9,2.6,28603.9,27713.8,575.8,218.2,86,96.1,10.1,97.10790976,96.00644814,98.12180121,68,79,76,79,86,99.1,106.5547,116.2,108.4,262633.6,165526.8,97106.8,1179712.1,3806664.6,3.52,4.23,3.528,3.47,3.471,3.45,4.274,3.5,10.631,1270.74,186.5183786,956.68,1361.65,1536.58,945.81,1374.5,110.38,115.84,107.94,111.1,102.29,111.49,103.41,113.42,165.93,124.43,114.08,129.49,127.86,238.24,182.31,164.09,123.59,126.76,115.21,2412.85,791.6,4,76.83,-0.078,301.648,4.56,3.75,109.3,112.9,18.53
23-Mar,110.7,106.8,151.2,102,103.5,119.5,105.8,101,98.2,103.8,100.6,117.4,104,100.7,117.4,93.5,100.9,104,100.7,117.4,100.8,98.7,2.7,29062.7,28223.2,530.5,232.7,70.7,76.2,5.6,96.34640819,95.15108741,97.44958146,71,79,77,80,85,103.8,102.0638,115.7,113.5,256812.1,162746.1,94066,1191877.3,3811138.9,3.61,4.05,3.452,3.461,3.445,3.448,4.184,3.5,10.595,1305.73,189.5268134,977.31,1398.5,1584.81,954.08,1410.57,110.56,116.34,108.28,111.15,102.3,111.06,103.99,113.92,171.51,125.31,114.48,130.86,130.44,243.14,179.12,159.63,125.49,124.45,117.77,2476.86,847.52,3.9,73.28,-0.004,301.808,4.4,3.66,109.4,113.1,15.57
23-Apr,103.4,103.8,143.5,103.4,98.3,127.7,102.7,98.8,100.8,103.1,95.9,124.3,103.2,95.6,124.3,87.4,89.2,103.3,95.6,124.3,101.8,100.3,2.6,29236.4,28432,503,225.4,67.3,76,8.8,95.89740291,94.68880781,97.0133341,73,80,78,80,83,103.1,103.338,115.2,99.3,257937.9,163688.3,94249.6,1193633.4,3793259.9,3.5,4.01,3.254,3.263,3.253,3.319,4.072,3.5,10.458,1320.01,191.9483881,990.52,1446.41,1642.03,979.32,1468.17,110.8,115.67,108.3,112.03,102.01,112.01,104.24,115.06,167.83,125.08,114.82,130.27,129.08,222.75,192.45,149.15,125.51,123.81,118.18,2501.53,842.83,3.7,79.45,0.065,302.918,4.24,3.46,109.4,113.4,14.51
23-May,109.9,107.6,145.2,106.9,103.9,127.7,105.8,105.8,99.1,106.2,101.8,124.7,106.3,101.6,124.7,90.7,94.5,106.4,101.6,124.7,105.8,105.7,2.5,29622.6,28835.2,450.4,277.1,52.4,59.9,7.6,95.68618947,94.52167618,96.76033094,74,83,80,82,86,106.2,104.4829,114.9,104.9,262142.2,164528.2,97614,1185248.8,3785013.1,3.64,4.01,3.416,3.33,3.323,3.402,4.139,3.5,10.524,1328.21,190.0374745,969.37,1444.2,1658.03,983.21,1480.94,111.13,115.81,111.65,112.77,102.13,111.58,104.34,114.73,171.72,124.28,114.69,129.95,127.69,204.45,173.96,148.98,123.97,125.04,116.4,2577.12,856.94,3.5,71.58,-0.014,303.294,4.21,3.57,109.8,113.7,14.8
23-Jun,114,110,141.9,106.1,110.4,119.3,102.6,103.3,92,105.1,105,117,105.1,104.9,117,85.3,93.5,105.2,105,117,106.1,105.6,2.6,29618.3,28811.7,466.7,261.4,71.4,78.6,7.1,95.63459488,94.54965894,96.63327954,76,83,81,82,86,105.1,101.8706,115.5,108.2,258936,165084.4,93851.6,1191494.7,3809564.3,3.75,4.01,3.511,3.548,3.552,3.611,4.356,3.5,10.744,1296.71,181.1457909,918.39,1405.98,1638.27,975.76,1440.27,111.12,116.03,111.56,112.65,102.5,109.76,104.36,114.88,158.81,123.05,114.36,127.52,123.68,199.6,169.91,142.09,119.37,120.65,113.1,2564.28,868.24,3.5,70.25,0.1,303.841,4.26,3.75,110.5,113.9,12.59
